grouped_job_id,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,any_single_class_inner_training_fold,grouped_fold_adequacy_flag,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction
125,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATM,TCGA_MC3_Bailey2018,486,74,412,29,5,5,40,183,303,5,22,5,29,51,252,0,FALSE,5,5,31,211,3,17,5,24,32,170,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
126,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATR,TCGA_MC3_Bailey2018,486,51,435,29,5,5,68,123,363,5,23,7,56,39,322,0,FALSE,5,5,9,225,4,18,0,9,21,204,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
127,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,BCOR,TCGA_MC3_Bailey2018,486,70,416,29,5,5,14,167,319,5,22,2,12,45,274,0,FALSE,5,5,20,197,4,17,3,17,29,167,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
128,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD3,TCGA_MC3_Bailey2018,486,71,415,29,5,5,73,121,365,5,23,8,59,50,306,0,FALSE,5,5,15,249,3,18,2,10,29,211,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
129,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD4,TCGA_MC3_Bailey2018,486,94,392,29,5,5,40,197,289,5,23,10,28,60,229,0,FALSE,5,5,5,195,4,17,1,4,39,156,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
130,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTCF,TCGA_MC3_Bailey2018,486,96,390,29,5,5,24,127,359,5,23,3,21,69,290,0,FALSE,5,5,21,185,4,18,3,18,32,153,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
131,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNNB1,TCGA_MC3_Bailey2018,486,96,390,29,5,5,39,252,234,5,22,4,35,35,199,0,FALSE,5,5,6,151,3,17,2,4,25,126,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
132,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNND1,TCGA_MC3_Bailey2018,486,41,445,29,5,5,15,153,333,5,23,3,12,28,305,0,FALSE,5,5,4,209,3,18,0,4,19,188,2,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
133,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,DICER1,TCGA_MC3_Bailey2018,486,51,435,29,5,5,80,130,356,5,22,5,75,35,317,0,FALSE,5,5,5,192,4,16,0,5,20,171,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
134,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,EP300,TCGA_MC3_Bailey2018,486,56,430,29,5,5,45,144,342,5,23,5,40,41,301,0,FALSE,5,5,10,191,4,18,0,10,24,167,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
135,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB3,TCGA_MC3_Bailey2018,486,46,440,29,5,5,45,185,301,5,22,3,38,29,272,0,FALSE,5,5,4,122,4,17,0,4,12,110,2,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
136,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FAT1,TCGA_MC3_Bailey2018,486,82,404,29,5,5,47,151,335,5,22,6,41,56,279,0,FALSE,5,5,6,196,3,17,2,4,29,167,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
137,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FBXW7,TCGA_MC3_Bailey2018,486,80,406,29,5,5,42,140,346,5,23,10,32,57,288,0,FALSE,5,5,18,211,3,18,4,13,37,174,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
138,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FGFR2,TCGA_MC3_Bailey2018,486,59,427,29,5,5,37,136,350,5,22,4,33,42,308,0,FALSE,5,5,4,146,4,16,0,4,12,134,2,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
139,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FOXA2,TCGA_MC3_Bailey2018,486,30,456,29,5,5,31,143,343,5,22,0,31,18,325,1,TRUE,5,5,16,222,4,17,0,15,11,207,2,TRUE,FALSE,sparse grouped folds,single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
140,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,INPPL1,TCGA_MC3_Bailey2018,486,56,430,29,5,5,51,135,351,5,22,3,48,39,309,0,FALSE,5,5,21,206,4,16,2,19,21,185,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
141,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KANSL1,TCGA_MC3_Bailey2018,486,55,431,29,5,5,25,191,295,5,22,4,21,35,260,0,FALSE,5,5,12,160,4,16,1,11,22,138,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
142,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KMT2B,TCGA_MC3_Bailey2018,486,96,390,29,5,5,55,122,364,5,23,15,40,72,286,0,FALSE,5,5,3,216,3,18,0,3,44,172,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
143,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KMT2C,TCGA_MC3_Bailey2018,486,79,407,29,5,5,52,161,325,5,23,8,38,51,272,0,FALSE,5,5,4,171,4,18,0,4,31,135,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
144,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KRAS,TCGA_MC3_Bailey2018,486,81,405,29,5,5,17,220,266,5,23,3,14,35,231,0,FALSE,5,5,4,158,3,18,1,3,18,140,0,FALSE,FALSE,sparse grouped folds,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
145,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,MAP3K1,TCGA_MC3_Bailey2018,486,50,436,29,5,5,36,198,288,5,23,4,29,28,260,0,FALSE,5,5,10,177,4,18,1,9,16,161,0,FALSE,FALSE,sparse grouped folds,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
146,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,MSH6,TCGA_MC3_Bailey2018,486,50,436,29,5,5,25,172,314,5,22,4,21,37,277,0,FALSE,5,5,15,207,4,17,2,13,24,180,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
