outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,supported_by_n,primary_consensus_class,grouped_evaluable_representations,primary_crossings_evaluable,primary_crossings_retained,grouped_crossings_n,complete_primary_retention,any_primary_retention,median_grouped_minus_matched_effect,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_job_id,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,grouped_fold_adequacy_flag,any_single_class_inner_training_fold,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction,deprecated_r1_r4_uses_flagged_grouped_result
binary,oncogenic_pathway,oncogenic_pathway,STAD,RTK RAS,SanchezVega2018_TableS4,321,189,132,2,exactly two,3,2,2,2,TRUE,TRUE,-0.0136283469616803,TRUE,complete retention,"R2: multi-representation, mature, complete grouped retention",255,21,5,5,27,107,214,4,16,14,13,128,86,0,FALSE,5,5,9,84,2,12,4,4,47,37,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,TGF-Beta,SanchezVega2018_TableS4,321,89,232,3,all three,3,3,2,2,FALSE,TRUE,-0.030608291359938,TRUE,partial retention,R3: mature with partial or single-representation retention,256,21,5,5,17,159,162,4,16,2,15,46,116,0,FALSE,5,5,2,106,2,12,0,2,26,66,2,TRUE,sparse grouped folds,FALSE,single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,oncogenic_pathway,oncogenic_pathway,STAD,TP53,SanchezVega2018_TableS4,321,180,141,3,all three,3,3,2,2,FALSE,TRUE,-0.0273049645390071,TRUE,partial retention,R3: mature with partial or single-representation retention,257,21,5,5,28,101,220,3,16,14,13,122,91,0,FALSE,5,5,8,136,2,12,4,4,74,60,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,WNT,SanchezVega2018_TableS4,321,118,203,3,all three,3,3,2,2,FALSE,TRUE,0.00709693579360449,TRUE,partial retention,R3: mature with partial or single-representation retention,258,21,5,5,7,157,164,3,16,3,4,57,107,0,FALSE,5,5,3,100,3,12,1,2,32,64,0,FALSE,sparse grouped folds,FALSE,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,oncogenic_pathway,oncogenic_pathway,TGCT,RTK RAS,SanchezVega2018_TableS4,143,54,89,3,all three,3,3,3,3,TRUE,TRUE,0.0744902205576363,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",259,15,5,5,7,82,61,2,11,5,2,32,29,0,FALSE,5,5,4,29,2,8,3,1,17,12,0,FALSE,sparse grouped folds,FALSE,outer_test_n_below_10;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,oncogenic_pathway,oncogenic_pathway,THCA,RTK RAS,SanchezVega2018_TableS4,468,396,72,3,all three,3,3,3,3,TRUE,TRUE,0.0203423120089787,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",260,22,5,5,29,160,308,4,17,28,1,268,40,0,FALSE,5,5,12,155,3,12,12,0,143,12,1,TRUE,sparse grouped folds,FALSE,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,oncogenic_pathway,oncogenic_pathway,THCA,WNT,SanchezVega2018_TableS4,468,60,408,3,all three,3,3,3,3,TRUE,TRUE,0.0258169934640523,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",261,22,5,5,29,196,272,4,16,1,27,24,248,0,FALSE,5,5,6,158,3,12,0,6,12,146,1,TRUE,sparse grouped folds,FALSE,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,oncogenic_pathway,oncogenic_pathway,UCEC,Cell Cycle,SanchezVega2018_TableS4,225,131,94,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0536787396459315,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,262,26,5,5,17,68,157,4,20,6,10,92,61,0,FALSE,5,5,15,101,3,15,7,5,60,41,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,467,132,335,3,all three,3,3,3,3,TRUE,TRUE,-0.0100633197648123,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",263,28,5,5,57,172,295,5,21,17,40,86,209,0,FALSE,5,5,10,198,3,16,1,9,53,145,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,467,182,285,3,all three,3,3,3,3,TRUE,TRUE,-0.0212839791787161,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",264,28,5,5,18,197,270,5,21,8,10,109,161,0,FALSE,5,5,10,143,3,16,5,5,62,81,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,467,436,31,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0275229357798165,FALSE,complete retention,R4: limited or cohort-structure-sensitive internal evidence,265,28,5,5,55,158,309,5,22,47,4,284,23,0,FALSE,5,5,10,180,3,17,9,1,167,13,0,FALSE,sparse grouped folds,FALSE,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TP53,SanchezVega2018_TableS4,467,218,249,3,all three,3,3,3,3,TRUE,TRUE,-0.0243542979256475,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",266,28,5,5,42,159,308,5,22,20,15,152,156,0,FALSE,5,5,16,223,3,17,8,7,96,105,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,oncogenic_pathway,oncogenic_pathway,UCEC,WNT,SanchezVega2018_TableS4,467,229,238,2,exactly two,3,2,1,1,FALSE,TRUE,0.0329162232578621,TRUE,partial retention,R3: mature with partial or single-representation retention,267,28,5,5,66,133,334,5,22,28,38,161,173,0,FALSE,5,5,4,197,4,17,2,2,96,101,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,52,32,20,3,all three,3,3,1,1,FALSE,TRUE,0.0265625,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,268,10,5,5,2,24,28,1,7,1,1,18,10,0,FALSE,5,5,1,14,1,5,1,0,11,3,3,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,aneuploidy,aneuploidy,COAD,Aneuploidy score,Taylor2018_TableS2,407,,,3,all three,3,3,2,2,FALSE,TRUE,-0.0122625050285765,TRUE,partial retention,R3: mature with partial or single-representation retention,269,24,5,5,31,174,233,4,19,,,,,,,5,5,8,141,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,aneuploidy,aneuploidy,COAD,Deleted arm count,Taylor2018_TableS2,407,,,2,exactly two,3,2,0,0,FALSE,FALSE,-0.0186907069884498,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,270,24,5,5,28,179,228,4,19,,,,,,,5,5,14,125,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,aneuploidy,aneuploidy,KIRP,Amplified arm count,Taylor2018_TableS2,264,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.161748250227927,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,271,31,5,5,30,96,168,6,24,,,,,,,5,5,20,125,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,aneuploidy,aneuploidy,LGG,Aneuploidy score,Taylor2018_TableS2,481,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0176090785056067,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,272,25,5,5,33,152,329,5,20,,,,,,,5,5,6,179,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,aneuploidy,aneuploidy,LUAD,Aneuploidy score,Taylor2018_TableS2,449,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.00924314249329361,TRUE,complete retention,R3: mature with partial or single-representation retention,273,33,5,5,54,135,314,6,26,,,,,,,5,5,25,174,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,aneuploidy,aneuploidy,STAD,Aneuploidy score,Taylor2018_TableS2,354,,,2,exactly two,3,2,0,0,FALSE,FALSE,-0.137726579184555,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,274,22,5,5,19,186,168,4,17,,,,,,,5,5,8,86,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
